Symbol|Security Name|Market Category|Financial Status|Round Lot Size|ETF
FVNNU|Future Vision II Acquisition Corporation - Units|S|N|100|N
FWONA|Liberty Media Corporation - Series A Liberty Formula One Common Stock|Q|N|100|N
FWONK|Liberty Media Corporation - Series C Liberty Formula One Common Stock|Q|N|100|N
FWRD|Forward Air Corporation - Common Stock|Q|N|100|N
FWRG|First Watch Restaurant Group, Inc. - Common Stock|Q|N|100|N
FXNC|First National Corporation - Common Stock|S|N|100|N
FYBR|Frontier Communications Parent, Inc. - Common Stock|Q|N|100|N
FYC|First Trust Small Cap Growth AlphaDEX Fund|G|N|100|Y
FYT|First Trust Small Cap Value AlphaDEX Fund|G|N|100|Y
FYX|First Trust Small Cap Core AlphaDEX Fund|G|N|100|Y
GABC|German American Bancorp, Inc. - Common Stock|Q|N|100|N
GAIA|Gaia, Inc. - Class A Common Stock|G|N|100|N
GAIN|Gladstone Investment Corporation - Business Development Company|Q|N|100|N
GAINI|Gladstone Investment Corporation - 7.875% Notes due 2030|Q|N|100|N
GAINL|Gladstone Investment Corporation - 8.00% Notes due 2028|Q|N|100|N
GAINN|Gladstone Investment Corporation - 5.00% Notes Due 2026|Q|N|100|N
GAINZ|Gladstone Investment Corporation - 4.875% Notes due 2028|Q|N|100|N
GALT|Galectin Therapeutics Inc. - Common Stock|S|N|100|N
GAMB|Gambling.com Group Limited - Ordinary Shares|G|N|100|N
GAME|GameSquare Holdings, Inc. - Common stock|S|D|100|N
GANX|Gain Therapeutics, Inc. - Common Stock|G|N|100|N
GASS|StealthGas, Inc. - common stock|Q|N|100|N
GAUZ|Gauzy Ltd. - Ordinary Shares|G|N|100|N
GBDC|Golub Capital BDC, Inc. - Closed End Fund|Q|N|100|N
GBFH|GBank Financial Holdings Inc. - Common Stock|S|N|100|N
GBIO|Generation Bio Co. - Common stock|Q|D|100|N
GBUG|Sprott Active Gold & Silver Miners ETF|G|N|100|Y
GCBC|Greene County Bancorp, Inc. - Common Stock|S|N|100|N
GCL|GCL Global Holdings Ltd - Ordinary Shares|Q|N|100|N
GCLWW|GCL Global Holdings Ltd - Warrants|Q|N|100|N
GCMG|GCM Grosvenor Inc. - Class A Common Stock|G|N|100|N
GCMGW|GCM Grosvenor Inc. - Warrant|G|N|100|N
GCT|GigaCloud Technology Inc - Class A Ordinary Shares|G|N|100|N
GCTK|GlucoTrack, Inc. - Common Stock|S|D|100|N
GDC|GD Culture Group Limited - Common Stock|S|D|100|N
GDEN|Golden Entertainment, Inc. - Common Stock|G|N|100|N
GDEV|GDEV Inc. - Ordinary Shares|G|N|100|N
GDEVW|GDEV Inc. - Warrant|G|N|100|N
GDHG|Golden Heaven Group Holdings Ltd.  - Class A Ordinary Shares|S|N|100|N
GDRX|GoodRx Holdings, Inc. - Class A Common Stock|Q|N|100|N
GDS|GDS Holdings Limited - American Depositary Shares|G|N|100|N
GDTC|CytoMed Therapeutics Limited - Ordinary Shares|S|N|100|N
GDYN|Grid Dynamics Holdings, Inc. - Class A Common Stock|S|N|100|N
GECC|Great Elm Capital Corp. - Closed End Fund|G|N|100|N
GECCH|Great Elm Capital Corp. - 8.125% Notes Due 2029|G|N|100|N
GECCI|Great Elm Capital Corp. - 8.50% NOTES DUE 2029|G|N|100|N
GECCO|Great Elm Capital Corp. - 5.875% Notes due 2026|G|N|100|N
GECCZ|Great Elm Capital Corp. - 8.75% Notes due 2028|G|N|100|N
GEG|Great Elm Group, Inc.  - Common Stock|Q|N|100|N
GEGGL|Great Elm Group, Inc.  - 7.25% Notes due 2027|G|N|100|N
GEHC|GE HealthCare Technologies Inc. - Common Stock|Q|N|100|N
GELS|Gelteq Limited - Ordinary Shares|S|N|100|N
GEME|Pacific North of South EM Equity Active ETF|G|N|100|Y
GEN|Gen Digital Inc. - Common Stock|Q|N|100|N
GENK|GEN Restaurant Group, Inc. - Class A Common Stock|G|N|100|N
GENVR|Gen Digital Inc. - Contingent Value Rights|G|N|100|N
GEOS|Geospace Technologies Corporation - Common Stock|Q|N|100|N
GERN|Geron Corporation - Common Stock|Q|N|100|N
GEVO|Gevo, Inc. - Common Stock|S|N|100|N
GFAI|Guardforce AI Co., Limited - Ordinary Shares|S|N|100|N
GFAIW|Guardforce AI Co., Limited - Warrant|S|N|100|N
GFGF|Guru Favorite Stocks ETF|G|N|100|Y
GFLW|VictoryShares Free Cash Flow Growth ETF|G|N|100|Y
GFS|GlobalFoundries Inc. - Ordinary Share|Q|N|100|N
GGAL|Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying|S|N|100|N
GGLL|Direxion Daily GOOGL Bull 2X Shares|G|N|100|Y
GGLS|Direxion Daily GOOGL Bear 1X Shares|G|N|100|Y
GGR|Gogoro Inc. - Ordinary Shares|S|D|100|N
GGROW|Gogoro Inc. - Warrant|S|N|100|N
GH|Guardant Health, Inc. - Common Stock|Q|N|100|N
GHRS|GH Research PLC - Ordinary Shares|G|N|100|N
GIBO|GIBO Holdings Limited - Class A Ordinary Shares|G|N|100|N
GIBOW|GIBO Holdings Limited - Warrants|S|N|100|N
GIFI|Gulf Island Fabrication, Inc. - Common Stock|Q|N|100|N
GIFT|Giftify, Inc. - Common Stock|S|N|100|N
GIG|GigCapital7 Corp. - Class A Ordinary Share|G|N|100|N
GIGGU|GigCapital7 Corp. - Unit|G|N|100|N
GIGGW|GigCapital7 Corp. - Warrant|G|N|100|N
GIGM|GigaMedia Limited - Ordinary Shares|S|N|100|N
GIII|G-III Apparel Group, LTD. - Common Stock|Q|N|100|N
GILD|Gilead Sciences, Inc. - Common Stock|Q|N|100|N
GILT|Gilat Satellite Networks Ltd. - Ordinary Shares|Q|N|100|N
GIND|Goldman Sachs India Equity ETF|G|N|100|Y
GINX|SGI Enhanced Global Income ETF|G|N|100|Y
GIPR|Generation Income Properties Inc. - Common stock|S|N|100|N
GIPRW|Generation Income Properties Inc. - Warrant|S|N|100|N
GITS|Global Interactive Technologies, Inc. Common Stock - Common Stock|S|N|100|N
GLAD|Gladstone Capital Corporation - Closed End Fund|Q|N|100|N
GLADZ|Gladstone Capital Corporation - 7.75% Notes due 2028|Q|N|100|N
GLBE|Global-E Online Ltd. - ordinary shares|Q|N|100|N
GLBS|Globus Maritime Limited - Common Stock|S|N|100|N
GLBZ|Glen Burnie Bancorp - Common Stock|S|N|100|N
GLCR|GlacierShares Nasdaq Iceland ETF|G|N|100|Y
GLDD|Great Lakes Dredge & Dock Corporation - Common Stock|Q|N|100|N
GLDI|ETRACS Gold Shares Covered Call ETNs due February 2, 2033|G|N|100|N
GLDY|Defiance Gold Enhanced Options Income ETF|G|N|100|Y
GLE|Global Engine Group Holding Limited - Class A Ordinary Shares|S|N|100|N
GLMD|Galmed Pharmaceuticals Ltd. - Ordinary Shares|S|N|100|N
GLNG|Golar LNG Limited - Common Shares|Q|N|100|N
GLOW|VictoryShares WestEnd Global Equity ETF|G|N|100|Y
GLPG|Galapagos NV - American Depositary Shares|Q|N|100|N
GLPI|Gaming and Leisure Properties, Inc. - Common Stock|Q|N|100|N
GLRE|Greenlight Reinsurance, Ltd. - Class A Ordinary Shares|Q|N|100|N
GLSI|Greenwich LifeSciences, Inc. - Common stock|S|N|100|N
GLTO|Galecto, Inc. - Common Stock|S|N|100|N
GLUE|Monte Rosa Therapeutics, Inc. - Common Stock|Q|N|100|N
GLXG|Galaxy Payroll Group Limited - Class A Ordinary Shares|S|D|100|N
GLXY|Galaxy Digital Inc. - Class A common stock|Q|N|100|N
GMAB|Genmab A/S - American Depositary Shares|Q|N|100|N
GMGI|Golden Matrix Group, Inc. - Common Stock|S|N|100|N
GMHS|Gamehaus Holdings Inc. - Class A Ordinary Shares|S|N|100|N
GMM|Global Mofy AI Limited  - Class A Ordinary Shares|S|N|100|N
GNFT|GENFIT S.A. - American Depositary Shares|Q|N|100|N
GNLN|Greenlane Holdings, Inc. - Class A Common Stock|S|D|100|N
GNLX|Genelux Corporation - Common Stock|S|N|100|N
GNMA|iShares GNMA Bond ETF|G|N|100|Y
GNOM|Global X Genomics & Biotechnology ETF|G|N|100|Y
GNPX|Genprex, Inc. - Common Stock|S|D|100|N
GNSS|Genasys Inc. - Common Stock|S|N|100|N
GNTA|Genenta Science S.p.A. - American Depositary Shares|S|N|100|N
GNTX|Gentex Corporation - Common Stock|Q|N|100|N
GO|Grocery Outlet Holding Corp. - Common Stock|Q|N|100|N
GOCO|GoHealth, Inc. - Class A Common Stock|S|N|100|N
GOGL|Golden Ocean Group Limited - Common Stock|Q|N|100|N
GOGO|Gogo Inc. - Common Stock|Q|N|100|N
GOOD|Gladstone Commercial Corporation - Real Estate Investment Trust|Q|N|100|N
GOODN|Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock|Q|N|100|N
GOODO|Gladstone Commercial Corporation - 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share|Q|N|100|N
GOOG|Alphabet Inc. - Class C Capital Stock|Q|N|100|N
GOOGL|Alphabet Inc. - Class A Common Stock|Q|N|100|N
GORV|Lazydays Holdings, Inc. - Common Stock|S|D|100|N
GOSS|Gossamer Bio, Inc. - Common Stock|Q|N|100|N
GOVI|Invesco Equal Weight 0-30 Year Treasury ETF|G|N|100|Y
GOVX|GeoVax Labs, Inc. - Common Stock|S|N|100|N
GOVXW|GeoVax Labs, Inc. - Warrants|S|N|100|N
GP|GreenPower Motor Company Inc. - Common Shares|S|D|100|N
GPAT|GP-Act III Acquisition Corp. - Class A Ordinary Share|G|N|100|N
GPATU|GP-Act III Acquisition Corp. - Units|G|N|100|N
GPATW|GP-Act III Acquisition Corp. - Warrants|G|N|100|N
GPCR|Structure Therapeutics Inc. - American Depositary Shares|G|N|100|N
GPIQ|Goldman Sachs Nasdaq-100 Premium Income ETF|G|N|100|Y
GPIX|Goldman Sachs S&P 500 Premium Income ETF|G|N|100|Y
GPRE|Green Plains, Inc. - Common Stock|Q|N|100|N
GPRF|Goldman Sachs Access U.S. Preferred Stock and Hybrid Securities ETF|G|N|100|Y
GPRO|GoPro, Inc. - Class A Common Stock|Q|D|100|N
GQQQ|Astoria US Quality Growth Kings ETF|G|N|100|Y
GRAB|Grab Holdings Limited - Class A Ordinary Shares|Q|N|100|N
GRABW|Grab Holdings Limited - Warrant|Q|N|100|N
GRAL|GRAIL, Inc. - Common Stock|Q|N|100|N
GRCE|Grace Therapeutics, Inc. - Common Stock|S|N|100|N
GREE|Greenidge Generation Holdings Inc. - Class A Common Stock|Q|D|100|N
GREEL|Greenidge Generation Holdings Inc. - 8.50% Senior Notes due 2026|Q|N|100|N
GRFS|Grifols, S.A. - American Depositary Shares|Q|N|100|N
GRI|GRI Bio, Inc. - Common Stock|S|N|100|N
GRID|First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund|G|N|100|Y
GRNQ|Greenpro Capital Corp. - Common Stock|S|N|100|N
GROW|U.S. Global Investors, Inc. - Class A Common Stock|S|N|100|N
GRPN|Groupon, Inc. - Common Stock|Q|N|100|N
GRRR|Gorilla Technology Group Inc. - Ordinary shares|S|N|100|N
GRRRW|Gorilla Technology Group Inc. - Warrant|S|N|100|N
GRVY|GRAVITY Co., Ltd. - American depositary shares, each representing one common share.|G|N|100|N
GRWG|GrowGeneration Corp. - Common Stock|S|N|100|N
GRYP|Gryphon Digital Mining, Inc - Common Stock|S|N|100|N
GSAT|Globalstar, Inc. - Common Stock|Q|N|100|N
GSBC|Great Southern Bancorp, Inc. - Common Stock|Q|N|100|N
GSHD|Goosehead Insurance, Inc. - Class A Common Stock|Q|N|100|N
GSHR|Gesher Acquisition Corp. II - Class A Ordinary Shares|G|N|100|N
GSHRU|Gesher Acquisition Corp. II - Units|G|N|100|N
GSHRW|Gesher Acquisition Corp. II - Warrants|G|N|100|N
GSIB|Themes Global Systemically Important Banks ETF|G|N|100|Y
GSIT|GSI Technology, Inc. - Common Stock|Q|N|100|N
GSIW|Garden Stage Limited - Ordinary Shares|S|D|100|N
GSM|Ferroglobe PLC - Ordinary Shares|S|N|100|N
GSRT|GSR III Acquisition Corp. - Ordinary Shares|G|N|100|N
GSRTR|GSR III Acquisition Corp. - Right|G|N|100|N
GSRTU|GSR III Acquisition Corp. - Unit|G|N|100|N
GSUN|Golden Sun Health Technology Group Limited - Class A Ordinary Shares|S|D|100|N
GT|The Goodyear Tire & Rubber Company - Common Stock|Q|N|100|N
GTBP|GT Biopharma, Inc. - Common Stock|S|N|100|N
GTEC|Greenland Technologies Holding Corporation - Ordinary Shares|S|N|100|N
GTENU|Gores Holdings X, Inc. - Units|G|N|100|N
GTI|Graphjet Technology - Class A Ordinary Shares|G|H|100|N
GTIM|Good Times Restaurants Inc. - Common Stock|S|N|100|N
GTLB|GitLab Inc. - Class A Common Stock|Q|N|100|N
GTM|ZoomInfo Technologies Inc. - Common Stock|Q|N|100|N
GTR|WisdomTree Target Range Fund|G|N|100|Y
GTX|Garrett Motion Inc. - Common Stock|Q|N|100|N
GURE|Gulf Resources, Inc. - Common Stock|S|D|100|N
GUTS|Fractyl Health, Inc. - Common Stock|G|N|100|N
GV|Visionary Holdings Inc. - Common Shares|S|N|100|N
GVH|Globavend Holdings Limited - Ord Shares|S|N|100|N
GWAV|Greenwave Technology Solutions, Inc. - Common Stock|S|H|100|N
GWRS|Global Water Resources, Inc. - common stock|G|N|100|N
GXAI|Gaxos.ai Inc. - Common Stock|S|N|100|N
GXDW|Global X Dorsey Wright Thematic ETF|G|N|100|Y
GYRE|Gyre Therapeutics, Inc. - Common Stock|S|N|100|N
GYRO|Gyrodyne , LLC - Common Stock|S|N|100|N
HAFC|Hanmi Financial Corporation - Common Stock|Q|N|100|N
HAIN|The Hain Celestial Group, Inc. - Common Stock|Q|N|100|N
HALO|Halozyme Therapeutics, Inc. - Common Stock|Q|N|100|N
HAO|Haoxi Health Technology Limited - Class A Ord Share|S|N|100|N
HAS|Hasbro, Inc. - Common Stock|Q|N|100|N
HBAN|Huntington Bancshares Incorporated - Common Stock|Q|N|100|N
HBANL|Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock|Q|N|100|N
HBANM|Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock|Q|N|100|N
HBANP|Huntington Bancshares Incorporated - Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock|Q|N|100|N
HBCP|Home Bancorp, Inc. - Common Stock|Q|N|100|N
HBDC|Hilton BDC Corporate Bond ETF|G|N|100|Y
HBIO|Harvard Bioscience, Inc. - Common Stock|G|D|100|N
HBNC|Horizon Bancorp, Inc. - Common Stock|Q|N|100|N
HBT|HBT Financial, Inc. - Common Stock|Q|N|100|N
HCAI|Huachen AI Parking Management Technology Holding Co., Ltd. - Ordinary Shares|S|N|100|N
HCAT|Health Catalyst, Inc - Common stock|Q|N|100|N
HCKT|The Hackett Group, Inc. - Common Stock|Q|N|100|N
HCM|HUTCHMED (China) Limited - American Depositary Shares|Q|N|100|N
HCOW|Amplify COWS Covered Call ETF|G|N|100|Y
HCSG|Healthcare Services Group, Inc. - Common Stock|Q|N|100|N
HCTI|Healthcare Triangle, Inc. - Common Stock|S|D|100|N
HCWB|HCW Biologics Inc. - Common Stock|S|N|100|N
HDL|SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares|G|N|100|N
HDSN|Hudson Technologies, Inc. - Common Stock|S|N|100|N
HEAL|Global X HealthTech ETF|G|N|100|Y
HECO|SPDR Galaxy Hedged Digital Asset Ecosystem ETF|G|N|100|Y
HEJD|VictoryShares Hedged Equity Income ETF|G|N|100|Y
HELE|Helen of Troy Limited - Common Stock|Q|N|100|N
HEPS|D-Market Electronic Services & Trading - American Depositary Shares|Q|N|100|N
HEQQ|JPMorgan Nasdaq Hedged Equity Laddered Overlay ETF|G|N|100|Y
HERD|Pacer Cash Cows Fund of Funds ETF|G|N|100|Y
HERO|Global X Video Games & Esports ETF|G|N|100|Y
HFBL|Home Federal Bancorp, Inc. of Louisiana - Common Stock|S|N|100|N
HFFG|HF Foods Group Inc. - Common Stock|S|N|100|N
HFSP|TradersAI Large Cap Equity & Cash ETF|G|N|100|Y
HFWA|Heritage Financial Corporation - Common Stock|Q|N|100|N
HGBL|Heritage Global Inc. - Common Stock|S|N|100|N
HHS|Harte Hanks, Inc. - Common Stock|G|N|100|N
HIDE|Alpha Architect High Inflation and Deflation ETF|G|N|100|Y
HIFS|Hingham Institution for Savings - Common Stock|G|N|100|N
HIHO|Highway Holdings Limited - Common Stock|S|N|100|N
HIMX|Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.|Q|N|100|N
HIMZ|Defiance Daily Target 2X Long HIMS ETF|G|N|100|Y
HISF|First Trust High Income Strategic Focus ETF|G|N|100|Y
HIT|Health In Tech, Inc. - Class A Common Stock|S|D|100|N
HITI|High Tide Inc. - Common Shares|S|N|100|N
HIVE|HIVE Digital Technologies Ltd - Common Shares|S|N|100|N
HKIT|Hitek Global Inc. - Class A Ordinary Share|S|N|100|N
HKPD|Hong Kong Pharma Digital Technology Holdings Limited - Ordinary shares|S|N|100|N
HLAL|Wahed FTSE USA Shariah ETF|G|N|100|Y
HLIT|Harmonic Inc. - Common Stock|Q|N|100|N
HLMN|Hillman Solutions Corp. - Common Stock|G|N|100|N
HLNE|Hamilton Lane Incorporated - Class A Common Stock|Q|N|100|N
HLP|Hongli Group Inc. - Ordinary Shares|S|N|100|N
HLVX|HilleVax, Inc. - Common Stock|Q|N|100|N
HLXB|Helix Acquisition Corp. II - Class A Ordinary Shares|G|N|100|N
HMR|Heidmar Maritime Holdings Corp. - Common Stock|S|N|100|N
HMST|HomeStreet, Inc. - Common Stock|Q|N|100|N
HNDL|Strategy Shares Nasdaq 7HANDL Index ETF|G|N|100|Y
HNNA|Hennessy Advisors, Inc. - Common Stock|G|N|100|N
HNNAZ|Hennessy Advisors, Inc. - 4.875% Notes due 2026|G|N|100|N
HNRG|Hallador Energy Company - Common Stock|S|N|100|N
HNST|The Honest Company, Inc. - Common Stock|Q|N|100|N
HNVR|Hanover Bancorp, Inc. - Common Stock|Q|N|100|N
HOFT|Hooker Furnishings Corporation - Common Stock|Q|N|100|N
HOFV|Hall of Fame Resort & Entertainment Company - Common Stock|S|D|100|N
HOFVW|Hall of Fame Resort & Entertainment Company - Warrant|S|D|100|N
HOLO|MicroCloud Hologram Inc. - Ordinary Shares|S|N|100|N
HOLOW|MicroCloud Hologram Inc. - Warrant|S|N|100|N
HOLX|Hologic, Inc. - Common Stock|Q|N|100|N
HON|Honeywell International Inc. - Common Stock|Q|N|100|N
HOND|HCM II Acquisition Corp. - Class A Ordinary Shares|G|N|100|N
HONDU|HCM II Acquisition Corp. - Unit|G|N|100|N
HONDW|HCM II Acquisition Corp. - Warrant|G|N|100|N
HONE|HarborOne Bancorp, Inc. - Common Stock|Q|N|100|N
HOOD|Robinhood Markets, Inc. - Class A Common Stock|Q|N|100|N
HOOG|Leverage Shares 2X Long HOOD Daily ETF|G|N|100|Y
HOOK|HOOKIPA Pharma Inc. - Common Stock|S|N|100|N
HOOX|Defiance Daily Target 2X Long HOOD ETF|G|N|100|Y
HOPE|Hope Bancorp, Inc. - Common Stock|Q|N|100|N
HOTH|Hoth Therapeutics, Inc. - Common Stock|S|D|100|N
HOUR|Hour Loop, Inc. - common stock|S|N|100|N
HOVNP|Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock|G|N|100|N
HOVR|New Horizon Aircraft Ltd. - Class A Ordinary Shares|S|D|100|N
HOVRW|New Horizon Aircraft Ltd. - Warrant|S|N|100|N
HOWL|Werewolf Therapeutics, Inc. - Common Stock|Q|N|100|N
HPAI|Helport AI Limited - Ordinary Shares|S|N|100|N
HPAIW|Helport AI Limited - Warrants|S|N|100|N
HPK|HighPeak Energy, Inc. - Common Stock|G|N|100|N
HPKEW|HighPeak Energy, Inc. - Warrant|G|N|100|N
HQGO|Hartford US Quality Growth ETF|G|N|100|Y
HQI|HireQuest, Inc. - Common Stock|S|N|100|N
HQY|HealthEquity, Inc. - Common Stock|Q|N|100|N
HRMY|Harmony Biosciences Holdings, Inc. - Common Stock|G|N|100|N
HROW|Harrow, Inc. - Common Stock|G|N|100|N
HROWL|Harrow, Inc. - 8.625% senior notes due 2026|G|N|100|N
HROWM|Harrow, Inc. - 11.875% Senior Notes due 2027|G|N|100|N
HRTS|Tema GLP-1, Obesity & Cardiometabolic ETF|G|N|100|Y
HRTX|Heron Therapeutics, Inc.   - Common Stock|S|N|100|N
HRZN|Horizon Technology Finance Corporation - Common Stock|Q|N|100|N
HSAI|Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share|Q|N|100|N
HSCS|HeartSciences Inc. - Common Stock|S|D|100|N
HSCSW|HeartSciences Inc. - Warrant|S|D|100|N
HSDT|Helius Medical Technologies, Inc. - Class A Common Stock|S|D|100|N
HSIC|Henry Schein, Inc. - Common Stock|Q|N|100|N
HSII|Heidrick & Struggles International, Inc. - Common Stock|Q|N|100|N
HSON|Hudson Global, Inc. - Common Stock|Q|N|100|N
HSPO|Horizon Space Acquisition I Corp. - Ordinary Shares|S|N|100|N
HSPOR|Horizon Space Acquisition I Corp. - Right|S|N|100|N
HSPOU|Horizon Space Acquisition I Corp. - Unit|S|N|100|N
HSPOW|Horizon Space Acquisition I Corp. - Warrant|S|N|100|N
HSPT|Horizon Space Acquisition II Corp. - Ordinary share|G|N|100|N
HSPTR|Horizon Space Acquisition II Corp. - Right|G|N|100|N
HSPTU|Horizon Space Acquisition II Corp. - Units|G|N|100|N
HST|Host Hotels & Resorts, Inc. - Common Stock|Q|N|100|N
HSTM|HealthStream, Inc. - Common Stock|Q|N|100|N
HTBK|Heritage Commerce Corp - Common Stock|Q|N|100|N
HTCO|High-Trend International Group - Class A Ordinary Shares|S|N|100|N
HTCR|Heartcore Enterprises, Inc. - Common Stock|S|D|100|N
HTHT|H World Group Limited - American Depositary Shares|Q|N|100|N
HTLD|Heartland Express, Inc. - Common Stock|Q|D|100|N
HTLM|HomesToLife Ltd - Ordinary Shares|S|N|100|N
HTO|H2O America  - Common Stock|Q|N|100|N
HTOO|Fusion Fuel Green PLC - Ordinary Shares|S|D|100|N
HTOOW|Fusion Fuel Green PLC - Warrant|S|D|100|N
HTZ|Hertz Global Holdings, Inc - Common Stock|Q|N|100|N
HTZWW|Hertz Global Holdings, Inc - Warrant|Q|N|100|N
HUBC|Hub Cyber Security Ltd. - Ordinary Shares|S|N|100|N
HUBCW|Hub Cyber Security Ltd. - Warrant expiring 2/27/28|S|N|100|N
HUBCZ|Hub Cyber Security Ltd. - Warrant|S|N|100|N
HUBG|Hub Group, Inc. - Class A Common Stock|Q|N|100|N
HUDI|Huadi International Group Co., Ltd. - Ordinary Shares|S|N|100|N
HUHU|HUHUTECH International Group Inc. - Ordinary Shares|S|N|100|N
HUIZ|Huize Holding Limited - American Depositary Shares|G|N|100|N
HUMA|Humacyte, Inc. - Common Stock|Q|N|100|N
HUMAW|Humacyte, Inc. - Warrant|Q|N|100|N
HURA|TuHURA Biosciences, Inc. - Common Stock|S|N|100|N
HURC|Hurco Companies, Inc. - Common Stock|Q|N|100|N
HURN|Huron Consulting Group Inc. - Common Stock|Q|N|100|N
HUT|Hut 8 Corp. - Common Stock|Q|N|100|N
HVII|Hennessy Capital Investment Corp. VII - Ordinary Shares|G|N|100|N
HVIIR|Hennessy Capital Investment Corp. VII - Rights|G|N|100|N
HVIIU|Hennessy Capital Investment Corp. VII - Unit|G|N|100|N
HWAY|Themes US Infrastructure ETF|G|N|100|Y
HWBK|Hawthorn Bancshares, Inc. - Common Stock|Q|N|100|N
HWC|Hancock Whitney Corporation - Common Stock|Q|N|100|N
HWCPZ|Hancock Whitney Corporation - 6.25% Subordinated Notes due 2060|Q|N|100|N
HWH|HWH International Inc. - Common Stock|S|N|100|N
HWKN|Hawkins, Inc. - Common Stock|Q|N|100|N
HWSM|Hotchkis & Wiley SMID Cap Diversified Value Fund|G|N|100|Y
HXHX|Haoxin Holdings Limited - Class A Ordinary Shares|S|N|100|N
HYBI|NEOS Enhanced Income Credit Select ETF|G|N|100|Y
HYDR|Global X Hydrogen ETF|G|N|100|Y
HYFM|Hydrofarm Holdings Group, Inc. - Common Stock|S|N|100|N
HYLS|First Trust Tactical High Yield ETF|G|N|100|Y
HYMC|Hycroft Mining Holding Corporation - Class A Common Stock|S|N|100|N
HYMCL|Hycroft Mining Holding Corporation - Warrants|S|N|100|N
HYPR|Hyperfine, Inc.  - Class A Common Stock|G|D|100|N
HYXF|iShares ESG Advanced High Yield Corporate Bond ETF|G|N|100|Y
HYZD|WisdomTree Interest Rate Hedged High Yield Bond Fund|G|N|100|Y
IAC|IAC Inc. - Common Stock|Q|N|100|N
IART|Integra LifeSciences Holdings Corporation - Common Stock|Q|N|100|N
IAS|Integral Ad Science Holding Corp. - Common Stock|Q|N|100|N
IBAC|IB Acquisition Corp. - Common Stock|G|N|100|N
IBACR|IB Acquisition Corp. - Right|G|N|100|N
IBAT|iShares Energy Storage & Materials ETF|G|N|100|Y
IBB|iShares Biotechnology ETF|G|N|100|Y
IBBQ|Invesco Nasdaq Biotechnology ETF|G|N|100|Y
IBCP|Independent Bank Corporation - Common Stock|Q|N|100|N
IBEX|IBEX Limited - Common Share|G|N|100|N
IBG|Innovation Beverage Group Limited - Ordinary Shares|S|D|100|N
IBGA|iShares iBonds Dec 2044 Term Treasury ETF|G|N|100|Y
IBGB|iShares iBonds Dec 2045 Term Treasury ETF|G|N|100|Y
IBGK|iShares iBonds Dec 2054 Term Treasury ETF|G|N|100|Y
